pr_id,pr_title,pr_repo,ALG/FUNC,Module,RootCause,Semantic,SubComponent,Symptom,Syntactic,iSemantic,DIAction,DSAction
2853,fix(lane_change): checks only shifted path for isInLanelet check,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,ALG,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,LPN,"IF, SQ","PPO, SME, DFC",,"ADJUST_CHANGE_LANE_RULE, MOVE_STATEMENTS, ADD_MAP/LANE_CHECKING"
2855,fix(behavior_path_planner): fix overlapping checker,autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,LPN,"IF, MC","PPO, SME, DFC",,ADD_MAP/LANE_CHECKING
2857,fix(behavior_path_planner): fix geometric parallel parking guard,autowarefoundation/autoware.universe,GEOMETRIC_PARALLEL_PARKING,PLANNING,EXTER-API,GEOMETRIC_PARALLEL_PARKING,BEHAVIOR_PATH_PLANNER,STOP,"AS, MC","PPO, DFC",,"FIX_API_MISUSE, ADJUST_STOP/PARK_CONTROL"
2861,fix(behavior_path_planner): fix drivable area expansion method outside intersection,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,SNT,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,TRAJ,"IF, LV, RT","DFC, SME, PPO",,"FIX_API_MISUSE, MODIFY_AVOIDANCE_PROCESSING"
2862,fix(behavior_path_planner): fix drivable area expansion method outside intersection,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ALG,"AVOIDANCE_SCENARIO, INTERSECTION",BEHAVIOR_PATH_PLANNER,TRAJ,"AS, IF, MC, RT, LOOP, LV","PPO, DFC, SME",,"MODIFY_AVOIDANCE_PROCESSING, ADJUST_INTERSECTION_PROCESSING, ADJUST_DRIVABLE_AREA"
2872,fix(avoidance): fix bug in calculation of rss longitudinal margin,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,SNT,"AVOIDANCE_SCENARIO, RSS",BEHAVIOR_PATH_PLANNER,OP,"MC, RT","DFC, PPO",,"MODIFY_AVOIDANCE_PROCESSING, UPDATE_DATA_VALUES/CALCULATION, MODIFY_PATH_DISTANCE_CALCULATION"
2873,fix(behavior_path_planner): fix lane change path validation logic,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,ICL,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,"LOGIC, LPN","IF, MC","DFC, SME, PPO",,ADJUST_CHANGE_LANE_RULE
2875,fix(avoidance): remove rtc status when the ego is in YIELD maneuver,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MEM,"AVOIDANCE_SCENARIO, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,OP,MC,"PPO, DFC",,MODIFY_AVOIDANCE_PROCESSING
2882,fix(avoidance): fix shift line merging logic,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ICL,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,"LOGIC, LPN",IF,"PPO, SME",,"CHANGE_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
2889,fix(surround_obstacle_checker): delete default param,autowarefoundation/autoware.universe,,PLANNING,INTER-API,"SURROUND_OBSTACLE_CHECKER, PARAMETER",SURROUND_OBSTACLE_CHECKER,UN,"MC, AS","PPO, DFC",,"FIX_API_MISUSE, MODIFY_OBJECT_PREDICTION/PLANNING, ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION"
2890,fix(behavior_path_planner): fix tests failing in CI,autowarefoundation/autoware.universe,,PLANNING,EXTER-API,TEST_RELATED,BEHAVIOR_PATH_PLANNER,UN,"LV, MC","PPO, DTI",,"MODIFY_TEST_CASE/UTILS/MANAGER, FIX_API_MISUSE, ENHANCE_SAFETY_FEATURES"
2891,fix(pure_pursuit): return zero curvature when neighboring idx isn't found,autowarefoundation/autoware.universe,PURE_PURSUIT_LATERAL_CONTROLLER,CONTROL,MCC,PURE_PURSUIT,PURE_PURSUIT,IO,"RT, IF","SME, DFC, CSA",,"MODIFY_PURE_PURSUIT, ADD_CONDITION_LOGIC"
2892,fix(path_distance_calculator): do not calculate distance when too short path is subscribed,autowarefoundation/autoware.universe,PATH_DISTANCE_CALCULATOR,UTILITIES & TOOLS,ICL,DISTANCE_COMPUTATION,PATH_DISTANCE_CALCULATOR,"TRAJ, LOGIC","IF, MC, RT","PPO, DFC, SME",,"CHANGE_CONDITION_LOGIC, UPDATE_DATA_VALUES/CALCULATION, MODIFY_PATH_DISTANCE_CALCULATION"
2893,fix(mpc_lateral_controller): over capacity,autowarefoundation/autoware.universe,MPC,CONTROL,MCC,MPC_CONTROLLER,MPC_LATERAL_CONTROLLER,CRASHES,"IF, LOOP","CSA, SME",,"ADD_CONDITION_LOGIC, ADJUST_MPC_CONTROLLER"
2898,fix(behavior_path_planner): fix pull over deceleration before search area start,autowarefoundation/autoware.universe,PULL_OVER,PLANNING,ALG,PARKING_CONTROL,BEHAVIOR_PATH_PLANNER,"STOP, SVC","IF, AS, MC, LV","SME, DFC, PPO",,"ADJUST_STOP/PARK_CONTROL, ADJUST_VELOCITY/SPEED_CONTROL"
2900,fix(avoidance): use previous output when the avoidance path generation is failed,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,SNT,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,CRASHES,RT,"DFC, PPO",,"ADD/DELETE/CHANGE_RETURN_VALUES, MODIFY_AVOIDANCE_PROCESSING"
2910,fix(tier4_planning_launch): remove unnecessary config,autowarefoundation/autoware.universe,,PLANNING,CONFIG,PARAMETER,,LAU,NV,"PPO, CEM",,
2916,fix(behavior_path_planner): fix cutOverlappedLanes,autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,LPN,"IF, RT, LV","PPO, SME, DFC",,FIX_OVERLAPPED_LANES
2926,fix(tier4_perception_launch): fix typo,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,"TYPO_CORRECTING, PARAMETER",,LAU,NV,"EA, CEM",,
2934,fix(external_velocity_limit_selector): delete default values,autowarefoundation/autoware.universe,EXTERNAL_VELOCITY_LIMIT_SELECTOR,PLANNING,CONFIG,EXTERNAL_VELOCITY_LIMIT_SELECTOR,EXTERNAL_VELOCITY_LIMIT_SELECTOR,UN,"AS, MC","DFC, PPO",,"ADJUST_VELOCITY/SPEED_CONTROL, UPDATE_DATA_VALUES/CALCULATION"
2941,fix(tier4_perception_launch): remove unnecessary node,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,PARAMETER,,LAU,NV,"EA, CEM",,
2952,fix(autoware_state_panel): change variable for fail safe behavior,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,SNT,RVIZ_PLUGIN,,SS,SW,"SME, MII, SPE",,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, UPDATE_DATA_VALUES/CALCULATION, ENHANCE_SAFETY_FEATURES"
2959,fix(motion_velocity_smoother): fix external velocity limit if ego vehicle is stopped,autowarefoundation/autoware.universe,MOTION_VELOCITY_SMOOTHER,PLANNING,MCC,MOTION_VELOCITY_SMOOTHER,MOTION_VELOCITY_SMOOTHER,STOP,IF,"SME, PPO",,"ADJUST_MOTION_VELOCITY_SMOOTHER, ADD_CONDITION_LOGIC, ADJUST_STOP/PARK_CONTROL"
2960,fix(tier4_planning_rviz_plugin): supress initial warning message,autowarefoundation/autoware.universe,,PLANNING,ALG,RVIZ_PLUGIN,,IO,"AS, MC, LV","DFC, PPO, EHR",,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS"
2979,fix(euclidean_cluster): add crop box missing input frame,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,"PARAMETER, EUCLIDEAN_CLUSTER",EUCLIDEAN_CLUSTER,CRASHES,NV,"EA, CEM",,
2980,fix(pointcloud_preprocessor): throw error if crop box input frame is missing,autowarefoundation/autoware.universe,CROP_BOX_FILTER,SENSING,MCC,"CROP_BOX_FILTER, POINTCLOUD_PREPROCESSOR",POINTCLOUD_PREPROCESSOR,"CRASHES, IO","IF, MC","SDI, EHR",,"MODIFY_POINTCLOUD_PROCESSING, ADD_CONDITION_LOGIC, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS"
2988,fix(tier4_state_rviz_plugin): fix typo,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,SNT,TYPO_CORRECTING,TIER4_STATE_RVIZ_PLUGIN,"LOGIC, DGUI",MC,"UIA, MII",,"MODIFY_SYNTAX_ERROR, CHANGE/ADD_GUI_PROPERTY/ELEMENTS"
2989,fix(motion_velocity_smoother): fix terminal velocity optimization,autowarefoundation/autoware.universe,JERK_FILTERED_SMOOTHER,PLANNING,ASSI,MOTION_VELOCITY_SMOOTHER,MOTION_VELOCITY_SMOOTHER,SVC,"IF, LV, MC, LOOP, AS","SME, DFC, PPO",,"ADJUST_MOTION_VELOCITY_SMOOTHER, ADJUST_VELOCITY/SPEED_CONTROL"
2992,fix(crop_box_filter): fix bug,autowarefoundation/autoware.universe,CROP_BOX_FILTER,SENSING,ICL,"CROP_BOX_FILTER, POINTCLOUD_PREPROCESSOR",POINTCLOUD_PREPROCESSOR,LOGIC,"MC, LOOP, IF","SDI, SME",,"MODIFY_POINTCLOUD_PROCESSING, CHANGE_CONDITION_LOGIC"
3008,fix(behavior_path_planner): fix drivable area document,autowarefoundation/autoware.universe,,PLANNING,DOC,DOCUMENTATION,BEHAVIOR_PATH_PLANNER,DOC,DOC,DUC,,
3009,fix(obstacle_avoidance_planner): remove the option march=native,autowarefoundation/autoware.universe,,PLANNING,CONFIG,BUILD,OBSTACLE_AVOIDANCE_PLANNER,BUILD,NV,"BCE, CEM, PPO",,
3010,fix(crop_box_filter): deal with case when frame_id parameter is not set,autowarefoundation/autoware.universe,CROP_BOX_FILTER,SENSING,ASSI,"POINTCLOUD_PREPROCESSOR, CROP_BOX_FILTER",POINTCLOUD_PREPROCESSOR,LOGIC,AS,"SDI, DFC",,"ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION, MODIFY_POINTCLOUD_PROCESSING"
3012,fix(behavior_path_planner): fix calcLateralDistanceFromEgoToObject,autowarefoundation/autoware.universe,,PLANNING,ICL,"DISTANCE_COMPUTATION, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,"LPN, OP",IF,"PPO, SME",,"CHANGE_CONDITION_LOGIC, MODIFY_OBJECT_PREDICTION/PLANNING, UPDATE_DATA_VALUES/CALCULATION"
3021,fix(run_out): place of clearing points,autowarefoundation/autoware.universe,RUN_OUT,PLANNING,MEM,"PERCEPTION_COMPUTATION, BEHAVIOR_VELOCITY_PLANNER, RUN_OUT",BEHAVIOR_VELOCITY_PLANNER,"OP, LOGIC",IF,"PPO, SME",,"ADJUST_RUN_OUT_MODULE, MODIFY_OBJECT_PREDICTION/PLANNING, FIX_MEMORY_ISSUE"
3030,fix(component_state_monitor): add dependency on topic_state_monitor,autowarefoundation/autoware.universe,,HMI,CONFIG,"DEP, BUILD",COMPONENT_STATE_MONITOR,BUILD,NV,"BCE, DU, CEM, MII",,
3035,fix(behavior_path_planner): remove duplicated process updateData() in new manager,autowarefoundation/autoware.universe,,PLANNING,MEM,"PLANNER_MANAGER, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,LOGIC,MC,"PPO, DFC",,"MODIFY_SCENARIO/PLANNER_MANAGER, FIX_MEMORY_ISSUE"
3036,fix(behavior_path_planner): prevent re-acceleration in pull over,autowarefoundation/autoware.universe,PULL_OVER,PLANNING,MCC,"PARKING_CONTROL, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,SVC,"IF, LOOP, AS, MC, LV","PPO, SME, DFC",,"ADD_CONDITION_LOGIC, ADJUST_STOP/PARK_CONTROL, ADJUST_VELOCITY/SPEED_CONTROL"
3043,fix(avoidance): use previous module output,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MCC,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,"IO, TRAJ","IF, LV, MC, AS","PPO, DFC",,"MODIFY_AVOIDANCE_PROCESSING, ADD_CONDITION_LOGIC"
3044,fix(mpc): optimization failure due to steer limit,autowarefoundation/autoware.universe,MPC_CONTROLLER,CONTROL,ASSI,MPC_CONTROLLER,MPC_LATERAL_CONTROLLER,CRASHES,"AS, LV, MC",DFC,,ADJUST_MPC_CONTROLLER
3051,fix(lane_change): lane change module changes output path intentionally without approval,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,CONC,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,LOGIC,MC,"PPO, DFC, CC",,"ADJUST_CHANGE_LANE_RULE, CHANGE_DATA_PROCESSING"
3055,fix(avoidance): stop only when there is enough space to avoid,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ICL,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,"STOP, OP, TRAJ",IF,"PPO, SME",,"CHANGE_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING, ADJUST_STOP/PARK_CONTROL"
3056,chore(system_error_monitor): supress initial warning,autowarefoundation/autoware.universe,SYSTEM_ERROR_MONITOR,HMI,EXTER-API,SYSTEM_ERROR_MONITOR,SYSTEM_ERROR_MONITOR,IO,MC,"MII, DTI, EHR",,"FIX_API_MISUSE, ADJUST_SYSTEM_MONITOR, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS"
3061,fix(lane_change): update lane change status in planWaitingApproval(),autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,MCC,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,LOGIC,"IF, AS, MC","PPO, SME",,"ADJUST_CHANGE_LANE_RULE, ADD_CONDITION_LOGIC"
3064,fix(tensorrt_yolox): resolve all output labels become unknown,autowarefoundation/autoware.universe,TENSORRT_YOLOX,PERCEPTION,ICL,DNN_RELATED,TENSORRT_YOLOX,OP,"IF, AS","SME, EA",,"MODIFY_TENSORRT_YOLOX, CHANGE_CONDITION_LOGIC, CHANGE_DATA_PROCESSING"
3066,fix(avoidance): be able to execute lc + avoidance simlutaneously,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ICL,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,"OP, LOGIC","LV, IF, SQ","PPO, SME",,"MODIFY_AVOIDANCE_PROCESSING, CHANGE_CONDITION_LOGIC, MOVE_STATEMENTS"
3069,fix(velodyne_monitor): add fmt package to dependencies,autowarefoundation/autoware.universe,,HMI,DEP,"BUILD, DEP",VELODYNE_MONITOR,BUILD,MC,"MII, DU",,
3072,fix(lane_change): use previous module turn signal in waiting approval,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,ASSI,"LANE_CHANGE, TURN_SIGNAL",BEHAVIOR_PATH_PLANNER,TURN,"AS, MC","PPO, DFC",,"MODIFY_AV_TURNING_LOGIC, ADJUST_CHANGE_LANE_RULE"
3073,fix(pointcloud_preprocessor): pointcloud preprocessor pcl headers,autowarefoundation/autoware.universe,,SENSING,DEP,"LIBRARY, POINTCLOUD_PREPROCESSOR",POINTCLOUD_PREPROCESSOR,BUILD,LIB,"SDI, BCE",,"MODIFY_POINTCLOUD_PROCESSING, CHANGE/ADD/DELETE_LIB_IMPORTING"
3084,fix(surround_obstacle_checker): remove unused include,autowarefoundation/autoware.universe,,PLANNING,DEP,LIBRARY,SURROUND_OBSTACLE_CHECKER,UN,LIB,"DU, MII",,CHANGE/ADD/DELETE_LIB_IMPORTING
3092,fix(pose_initializer): fix launch file,autowarefoundation/autoware.universe,,LOCALIZATION,CONFIG,PARAMETER,POSE_INITIALIZER,"LAU, LOC",NV,"CEM, SAR",,
3095,fix(behavior_path_planner): reset modified goal id,autowarefoundation/autoware.universe,PULL_OVER,PLANNING,INTER-API,"PARKING_CONTROL, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,"LOGIC, TRAJ",MC,"PPO, DFC",,ADJUST_STOP/PARK_CONTROL
3096,fix(lidar_centerpoint): updated the config file for the centerpoint tiny v2,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,"PARAMETER, LIDAR",LIDAR_CENTERPOINT,"CRASHES, OP",NV,"CEM, EA",,
3099,fix(avoidance): fix shift line generation logic,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ALG,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,"LOGIC, OP",LOOP,"PPO, DFC",,MODIFY_AVOIDANCE_PROCESSING
3100,fix(lane_change): fix build error,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,DATA,"TYPE_CONVERSION, LANE_CHANGE",BEHAVIOR_PATH_PLANNER,BUILD,"AS, LV","PPO, BCE",,"ADJUST_CHANGE_LANE_RULE, CHANGE_DATA_TYPE"
3103,fix(system_error_monitor): fix dying node,autowarefoundation/autoware.universe,SYSTEM_ERROR_MONITOR,HMI,MCC,SYSTEM_ERROR_MONITOR,SYSTEM_ERROR_MONITOR,CRASHES,"IF, MC, RT",MII,,"ADJUST_SYSTEM_MONITOR, ADD_CONDITION_LOGIC"
3105,fix(planning_debug_tools): install perception_reproducer.py,autowarefoundation/autoware.universe,,PLANNING,CONFIG,"BUILD, DEBUG_TOOLS",PLANNING_DEBUG_TOOLS,BUILD,NV,"DTI, BCE",,
3108,fix(AEB): suppress build error (-Werror=pedantic),autowarefoundation/autoware.universe,,CONTROL,CONFIG,"BUILD, AEB",AEB,BUILD,NV,BCE,,
3110,fix(avoidance): not run avoidance module when the shift line is empty,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MCC,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,OP,"IF, LV, RT, MC",PPO,,"ADD_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
3122,fix(pointcloud_preprocessor): fix broken logic,autowarefoundation/autoware.universe,CROP_BOX_FILTER,SENSING,ICL,POINTCLOUD_PREPROCESSOR,POINTCLOUD_PREPROCESSOR,LOGIC,IF,SDI,,"CHANGE_CONDITION_LOGIC, MODIFY_POINTCLOUD_PROCESSING"
3123,fix(pointcloud_preprocessor): ignore NaN points in crop box filter,autowarefoundation/autoware.universe,CROP_BOX_FILTER,SENSING,MCC,POINTCLOUD_PREPROCESSOR,POINTCLOUD_PREPROCESSOR,LOGIC,"IF, MC, LOOP, AS",SDI,,"MODIFY_POINTCLOUD_PROCESSING, ADD_CONDITION_LOGIC"
3131,fix(static_centerline_optimizer): avoid to call declear_parameter twice,autowarefoundation/autoware.universe,STATIC_CENTERLINE_OPTIMIZER,PLANNING,ICL,"STATIC_CENTERLINE_OPTIMIZER, OPTIMIZER",STATIC_CENTERLINE_OPTIMIZER,CRASHES,"LV, MC, AS",PPO,,"CHANGE_CONDITION_LOGIC, MODIFY_STATIC_CENTERLINE_OPTIMIZER"
3132,fix(tier4_state_rviz_plugin): resolves #3121,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,MCC,"RVIZ_PLUGIN, RVIZ",,DGUI,SW,UIA,,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, ADD_CONDITION_LOGIC"
3155,fix(avoidance): get nearest target object,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ALG,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,OP,LOOP,PPO,,"MODIFY_AVOIDANCE_PROCESSING, MODIFY_OBJECT_PREDICTION/PLANNING"
3179,fix(behavior_path_planner): resample path in the route,autowarefoundation/autoware.universe,,PLANNING,SNT,"RESAMPLE, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,"LOGIC, TRAJ",RT,PPO,,ADD/DELETE/CHANGE_RETURN_VALUES
3186,fix(autonomous_emergency_braking): fix typo,autowarefoundation/autoware.universe,,CONTROL,SNT,TYPO_CORRECTING,AUTONOMOUS_EMERGENCY_BRAKING,IO,MC,DFC,,"MODIFY_EMERGENCY_MODE, MODIFY_SYNTAX_ERROR"
3187,fix(behavior_velocity_planner): fix invalid access,autowarefoundation/autoware.universe,SCENE_INTERSECTION,PLANNING,MCC,"ACCESSIBILITY, INTERSECTION",BEHAVIOR_VELOCITY_PLANNER,CRASHES,AS,PPO,,"ADD_CONDITION_LOGIC, ADJUST_INTERSECTION_PROCESSING"
3188,fix(map_loader): address deprecated warning for some environment,autowarefoundation/autoware.universe,,MAP,DATA,TYPE_CONVERSION,MAP_LOADER,IO,"MD, LV",BCE,,"MODIFY_MAP_LOADER, MODIFY_TEST_CASE/UTILS/MANAGER, CHANGE_DATA_TYPE"
3193,fix(obstacle_avoidance_planner): use closest bound,autowarefoundation/autoware.universe,MPT_OPTIMIZER,PLANNING,ALG,"MPT_OPTIMIZER, AVOIDANCE_SCENARIO",OBSTACLE_AVOIDANCE_PLANNER,"OP, TRAJ","IF, MC, LOOP, SQ, LV",PPO,,"MODIFY_AVOIDANCE_PROCESSING, MODIFY_MPT_OPTIMIZER, MOVE_STATEMENTS"
3195,fix(motion_utils): change lane_id resampling method,autowarefoundation/autoware.universe,,PLANNING,ALG,RESAMPLE,MOTION_UTILS,LPN,"MC, LV, IF, LOOP",PPO,,ADJUST_MOTION_CONTROL
3207,fix(tier4_screen_capture_rviz_plugin): fix extra/missing naming components,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,EXTER-API,RVIZ_PLUGIN,,"DGUI, IO","MC, LV, AS",UIA,,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, FIX_API_MISUSE, UPDATE_DATA_VALUES/CALCULATION"
3210,fix(tier4_perception_launch): add required parameter for voxel based compare map filter,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,"PARAMETER, SCRIPT",,LAU,"AS, MC",CEM,,"OPTIMIZE_SCRIPT_TOOLS, ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION"
3216,fix(map_based_prediction): prevent unintended prediction generation for crosswalk users ,autowarefoundation/autoware.universe,MAP_BASED_PREDICTION,PREDICTION,ALG,"MAP_BASED_PREDICTION, CROSSWALK",MAP_BASED_PREDICTION,OP,"AS, MC, LV, RT, MD, IF","EA, PAE",,"MODIFY_OBJECT_PREDICTION/PLANNING, MODIFY_CROSSWALK_PROCESSING"
3232,chore(motion_utils): remove validCheckDecelPlan error message,autowarefoundation/autoware.universe,DISTANCE,UTILITIES & TOOLS,EXTER-API,"DISTANCE_COMPUTATION, DEBUG_CHANGE",MOTION_UTILS,IO,MC,DTI,,"FIX_API_MISUSE, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, ADJUST_MOTION_CONTROL"
3235,fix(control_launch): add necessary parameter,autowarefoundation/autoware.universe,,CONTROL,CONFIG,PARAMETER,,LAU,"AS, MC",CEM,,"OPTIMIZE_SCRIPT_TOOLS, ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION"
3243,fix(crop_box_filter): invalid bool -> float -> bool conversion,autowarefoundation/autoware.universe,CROP_BOX_FILTER,SENSING,DATA,TYPE_CONVERSION,POINTCLOUD_PREPROCESSOR,LOGIC,"AS, LV",SDI,,"MODIFY_POINTCLOUD_PROCESSING, CHANGE_DATA_TYPE"
3247,fix(behavior_path_planner): use computed acceleration rather than sampled acceleration,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,NUM,"LANE_CHANGE, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,SVC,"MC, LOOP, LV, AS",PPO,,"ADJUST_CHANGE_LANE_RULE, ADJUST_VELOCITY/SPEED_CONTROL"
3248,fix(autonomous_emergency_braking): publish debug marker on base_link frame,autowarefoundation/autoware.universe,,CONTROL,ALG,"AEB, DEBUG_CHANGE, VISUALIZATION",AEB,DGUI,"TRY, LV, LOOP, MC, AS","DTI, UIA, CPR",,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, MODIFY_EMERGENCY_MODE, MODIFY_SIMULATION_VISUALIZATION"
3250,fix(mission_planner): add route loop check,autowarefoundation/autoware.universe,ROUTE_HANDLER,PLANNING,MCC,"ROUTE_HANDLER, MISSION_PLANNER",ROUTE_HANDLER,HANGS,"IF, MC, LOOP",PPO,,"MODIFY_ROUTE_HANDLER, ADD_CONDITION_LOGIC"
3251,fix(tier4_perception_launch): add missing parameter for voxel based compare map filter,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,"SCRIPT, PARAMETER",,LAU,MC,CEM,,"OPTIMIZE_SCRIPT_TOOLS, ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION"
3252,fix(ndt_scan_matcher): fix initial pose timestamp for NDT algorithm,autowarefoundation/autoware.universe,NDT_SCAN_MATCHER,LOCALIZATION,ASSI,NDT_SCAN_MATCHER,NDT_SCAN_MATCHER,LOC,AS,SAR,,MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER
3257,fix(lane_change): guard invalid lc start point,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,MCC,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,TRAJ,"IF, LV, LOOP, MC",PPO,,"ADJUST_CHANGE_LANE_RULE, ADD_CONDITION_LOGIC"
3260,fix(behavior_path_planner): fix overlapping function usage in parking,autowarefoundation/autoware.universe,GEOMETRIC_PARALLEL_PARKING,PLANNING,INTER-API,"GEOMETRIC_PARALLEL_PARKING, PARKING_CONTROL",BEHAVIOR_PATH_PLANNER,STOP,"LV, AS",PPO,,"FIX_API_MISUSE, ADJUST_STOP/PARK_CONTROL"
3261,fix(static_centerline_optimizer): fix rviz for fooptrint,autowarefoundation/autoware.universe,,PLANNING,CONFIG,"PARAMETER, RVIZ",STATIC_CENTERLINE_OPTIMIZER,DGUI,NV,"CEM, UIA",,
3270,fix(behavior_path_planner): fix distance from original goal of goal search,autowarefoundation/autoware.universe,PULL_OVER,PLANNING,INTER-API,"PARKING_CONTROL, GOAL_SERACHER, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,TRAJ,"AS, LV, MC",PPO,,"ADJUST_STOP/PARK_CONTROL, FIX_API_MISUSE"
3275,fix(avoidance): remove unnecessary shift line,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MCC,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,LOGIC,"IF, LOOP, LV, MC",PPO,,"ADD_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
3284,fix(behavior_path_planner): fix the bug of short bound,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,SNT,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,LPN,"IF, MC, LV, RT, LOOP",PPO,,"ADJUST_CHANGE_LANE_RULE, ADJUST_LANE_BOUNDARY, FIX_API_MISUSE"
3288,fix(obstacle_stop_planner): obstacle after goal,autowarefoundation/autoware.universe,,PLANNING,ICL,"OBSTACLE_STOP_PLANNER, PATH_PLANNING",OBSTACLE_STOP_PLANNER,"OP, TRAJ","IF, LV, AS, MC",PPO,,"MODIFY_OBJECT_PREDICTION/PLANNING, CHANGE_CONDITION_LOGIC"
3295,fix(planner_manager): break while loop when the candidate module fails to generate valid path,autowarefoundation/autoware.universe,PLANNER_MANAGER,PLANNING,MCC,PLANNER_MANAGER,BEHAVIOR_PATH_PLANNER,TRAJ,"AS, IF, MC, RT, LV",PPO,,"MODIFY_SCENARIO/PLANNER_MANAGER, ADD_CONDITION_LOGIC"
3315,fix(lane_change): prevent cancel at end of lane,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,NUM,LANE_CHANGE,BEHAVIOR_PATH_PLANNER,LPN,RT,PPO,,"ADJUST_CHANGE_LANE_RULE, ADD/DELETE/CHANGE_RETURN_VALUES"
